n_tablet,n_llm,n_common,within5,within15,mean_abs_start_err,timed_len_err,errs,lens,cost,file
17,17,17,9.0,13.0,17.1,22.6,"{'listcomp_urd': 53.4, 'letterid_urd': -4.8, 'idwrd_urd': 0.2, 'orf_urd': -2.6, 'rdcomp_urd': -10.2, 'listcomp_eng': 65.5, 'letterid_eng': 3.6, 'pw_eng': -7.2, 'idwrd_eng': -6.0, 'orf_eng': 4.0, 'rdcomp_eng': -2.8, 'idnummag': -77.6, 'numrep': 9.6, 'blfluency': 4.8, 'bleffcomp': 33.1, 'wrdpblm': -4.7, 'patterns': 0.0}","{'listcomp_urd': (26.6, 88.0), 'letterid_urd': (62.7, 65.0), 'idwrd_urd': (82.9, 94.0), 'orf_urd': (52.8, 63.0), 'rdcomp_urd': (40.9, 41.0), 'listcomp_eng': (13.6, 89.0), 'letterid_eng': (73.0, 83.0), 'pw_eng': (43.4, 42.0), 'idwrd_eng': (34.5, 136.0), 'orf_eng': (101.4, 119.0), 'rdcomp_eng': (30.7, 37.0), 'idnummag': (123.7, 42.0), 'numrep': (51.1, 71.0), 'blfluency': (164.3, 138.0), 'bleffcomp': (8.1, 51.0), 'wrdpblm': (75.7, 84.0), 'patterns': (25.0, 32.0)}",0.11489125,AA_271887cf-1b78-4ce
13,4,3,1.0,1.0,25.2,0.4,"{'listcomp_urd': 0.0, 'idwrd_urd': -47.2, 'listcomp_eng': 28.5}","{'listcomp_urd': (21.0, 59.0), 'idwrd_urd': (18.4, 18.0), 'listcomp_eng': (25.7, 100.0)}",0.0685225,AA_27cc721a-0d76-42a
17,15,15,5.0,11.0,20.9,22.7,"{'listcomp_urd': 62.1, 'letterid_urd': 1.3, 'idwrd_urd': -6.3, 'orf_urd': 0.0, 'rdcomp_urd': 0.0, 'listcomp_eng': 76.7, 'letterid_eng': -6.5, 'idwrd_eng': -51.0, 'rdcomp_eng': -2.2, 'idnummag': -13.5, 'numrep': 13.4, 'blfluency': 11.8, 'bleffcomp': -57.1, 'wrdpblm': 8.1, 'patterns': -2.8}","{'listcomp_urd': (59.2, 105.0), 'letterid_urd': (57.4, 65.0), 'idwrd_urd': (27.7, 30.0), 'orf_urd': (29.2, 38.0), 'rdcomp_urd': (18.8, 27.0), 'listcomp_eng': (28.4, 110.0), 'letterid_eng': (41.0, 48.0), 'idwrd_eng': (57.0, 36.0), 'rdcomp_eng': (20.6, 26.0), 'idnummag': (43.4, 35.0), 'numrep': (61.0, 79.0), 'blfluency': (49.6, 139.0), 'bleffcomp': (46.3, 48.0), 'wrdpblm': (94.8, 112.0), 'patterns': (58.1, 61.0)}",0.09763,AA_27e407f8-7dc7-428
17,0,0,,,,,,,,AA_2849af5c-6d21-4cd
17,17,17,7.0,14.0,14.5,17.9,"{'listcomp_urd': 46.1, 'letterid_urd': 0.0, 'idwrd_urd': -5.1, 'orf_urd': -9.8, 'rdcomp_urd': -7.7, 'listcomp_eng': 73.2, 'letterid_eng': 0.4, 'pw_eng': 1.7, 'idwrd_eng': -4.1, 'orf_eng': 6.2, 'rdcomp_eng': -2.4, 'idnummag': -7.1, 'numrep': 1.5, 'blfluency': 13.0, 'bleffcomp': -59.6, 'wrdpblm': -6.4, 'patterns': 2.9}","{'listcomp_urd': (35.9, 90.0), 'letterid_urd': (64.6, 65.0), 'idwrd_urd': (54.4, 78.0), 'orf_urd': (38.3, 37.0), 'rdcomp_urd': (37.6, 32.0), 'listcomp_eng': (35.3, 115.0), 'letterid_eng': (58.1, 65.0), 'pw_eng': (11.5, 20.0), 'idwrd_eng': (69.4, 75.0), 'orf_eng': (61.7, 74.0), 'rdcomp_eng': (31.9, 35.0), 'idnummag': (87.8, 93.0), 'numrep': (104.8, 108.0), 'blfluency': (59.4, 144.0), 'bleffcomp': (100.5, 60.0), 'wrdpblm': (150.5, 147.0), 'patterns': (96.5, 101.0)}",0.08753625,AA_284e5d4b-0271-4ce
17,17,17,7.0,14.0,11.9,16.1,"{'listcomp_urd': 43.0, 'letterid_urd': -1.7, 'idwrd_urd': 5.7, 'orf_urd': -2.8, 'rdcomp_urd': -4.7, 'listcomp_eng': 60.2, 'letterid_eng': 8.8, 'pw_eng': 10.8, 'idwrd_eng': 0.9, 'orf_eng': 3.2, 'rdcomp_eng': -5.1, 'idnummag': -33.9, 'numrep': -2.0, 'blfluency': 0.0, 'bleffcomp': 7.7, 'wrdpblm': -5.4, 'patterns': -6.5}","{'listcomp_urd': (20.1, 70.0), 'letterid_urd': (68.4, 68.0), 'idwrd_urd': (50.0, 67.0), 'orf_urd': (48.2, 58.0), 'rdcomp_urd': (31.4, 34.0), 'listcomp_eng': (29.2, 96.0), 'letterid_eng': (55.2, 77.0), 'pw_eng': (101.5, 126.0), 'idwrd_eng': (58.3, 73.0), 'orf_eng': (91.3, 105.0), 'rdcomp_eng': (36.9, 41.0), 'idnummag': (76.9, 48.0), 'numrep': (52.1, 57.0), 'blfluency': (104.4, 131.0), 'bleffcomp': (16.2, 42.0), 'wrdpblm': (97.9, 100.0), 'patterns': (50.3, 51.0)}",0.0976275,AA_2958d924-08be-406
13,15,13,7.0,9.0,14.5,17.9,"{'listcomp_urd': 73.2, 'letterid_urd': 6.3, 'idwrd_urd': 0.7, 'listcomp_eng': 39.9, 'letterid_eng': -0.0, 'pw_eng': -1.3, 'idwrd_eng': 9.3, 'idnummag': -1.9, 'numrep': 34.9, 'blfluency': -0.2, 'bleffcomp': -18.9, 'wrdpblm': 0.0, 'patterns': -1.9}","{'listcomp_urd': (33.2, 112.0), 'letterid_urd': (51.3, 66.0), 'idwrd_urd': (23.1, 46.0), 'listcomp_eng': (24.4, 70.0), 'letterid_eng': (62.1, 66.0), 'pw_eng': (10.7, 24.0), 'idwrd_eng': (0.4, 30.0), 'idnummag': (33.0, 26.0), 'numrep': (40.9, 80.0), 'blfluency': (43.7, 67.0), 'bleffcomp': (33.4, 19.0), 'wrdpblm': (29.1, 36.0), 'patterns': (68.4, 71.0)}",0.06682625,AA_2961fac7-aa9a-4de
17,17,17,8.0,14.0,10.4,15.2,"{'listcomp_urd': 17.6, 'letterid_urd': 7.8, 'idwrd_urd': 0.0, 'orf_urd': -5.6, 'rdcomp_urd': -5.4, 'listcomp_eng': 55.3, 'letterid_eng': 1.4, 'pw_eng': 0.5, 'idwrd_eng': 0.6, 'orf_eng': 5.4, 'rdcomp_eng': -1.6, 'idnummag': -5.5, 'numrep': -2.3, 'blfluency': 5.2, 'bleffcomp': -60.9, 'wrdpblm': -1.3, 'patterns': -1.2}","{'listcomp_urd': (34.0, 55.0), 'letterid_urd': (59.8, 70.0), 'idwrd_urd': (41.9, 49.0), 'orf_urd': (38.7, 39.0), 'rdcomp_urd': (35.0, 33.0), 'listcomp_eng': (29.4, 87.0), 'letterid_eng': (58.0, 64.0), 'pw_eng': (37.3, 43.0), 'idwrd_eng': (26.9, 35.0), 'orf_eng': (35.8, 46.0), 'rdcomp_eng': (39.8, 40.0), 'idnummag': (51.8, 55.0), 'numrep': (81.7, 81.0), 'blfluency': (58.7, 133.0), 'bleffcomp': (91.0, 42.0), 'wrdpblm': (56.0, 56.0), 'patterns': (61.1, 63.0)}",0.09324125,AA_29cbf33e-8ec1-4da
17,16,16,4.0,12.0,13.8,23.4,"{'listcomp_urd': 43.9, 'letterid_urd': -12.0, 'idwrd_urd': 7.6, 'orf_urd': 17.8, 'rdcomp_urd': -5.6, 'listcomp_eng': 29.0, 'letterid_eng': 0.0, 'idwrd_eng': -12.9, 'orf_eng': 6.4, 'rdcomp_eng': -5.3, 'idnummag': -7.0, 'numrep': 1.8, 'blfluency': 0.5, 'bleffcomp': -62.5, 'wrdpblm': -5.9, 'patterns': -2.3}","{'listcomp_urd': (64.9, 119.0), 'letterid_urd': (62.5, 65.0), 'idwrd_urd': (47.4, 75.0), 'orf_urd': (25.8, 56.0), 'rdcomp_urd': (36.8, 44.0), 'listcomp_eng': (72.9, 110.0), 'letterid_eng': (47.8, 63.0), 'idwrd_eng': (33.4, 33.0), 'orf_eng': (44.4, 63.0), 'rdcomp_eng': (41.5, 49.0), 'idnummag': (71.3, 77.0), 'numrep': (57.1, 69.0), 'blfluency': (59.0, 128.0), 'bleffcomp': (122.9, 71.0), 'wrdpblm': (116.1, 120.0), 'patterns': (67.6, 83.0)}",0.11541,AA_2a65f1d9-b974-45b
15,14,14,6.0,10.0,14.8,9.5,"{'listcomp_urd': 49.4, 'letterid_urd': 22.5, 'idwrd_urd': -5.2, 'orf_urd': 1.7, 'rdcomp_urd': 4.4, 'listcomp_eng': 30.1, 'letterid_eng': -1.0, 'pw_eng': -5.2, 'idwrd_eng': -3.5, 'idnummag': -9.0, 'numrep': -3.7, 'bleffcomp': -66.7, 'wrdpblm': 5.2, 'patterns': 0.0}","{'listcomp_urd': (18.4, 72.0), 'letterid_urd': (57.3, 83.0), 'idwrd_urd': (134.9, 134.0), 'orf_urd': (88.0, 93.0), 'rdcomp_urd': (11.8, 34.0), 'listcomp_eng': (10.4, 48.0), 'letterid_eng': (66.7, 71.0), 'pw_eng': (15.6, 19.0), 'idwrd_eng': (142.5, 125.0), 'idnummag': (56.5, 61.0), 'numrep': (47.9, 49.0), 'bleffcomp': (84.1, 22.0), 'wrdpblm': (77.0, 86.0), 'patterns': (27.7, 46.0)}",0.0830425,AA_2d306c3b-928f-478
13,7,7,3.0,4.0,23.7,44.9,"{'listcomp_urd': -31.6, 'letterid_urd': 0.0, 'letterid_eng': 105.0, 'idnummag': -3.9, 'numrep': 15.6, 'wrdpblm': -5.2, 'patterns': 4.7}","{'listcomp_urd': (65.6, 37.0), 'letterid_urd': (122.2, 69.0), 'letterid_eng': (27.4, 64.0), 'idnummag': (35.6, 25.0), 'numrep': (4.0, 31.0), 'wrdpblm': (28.9, 30.0), 'patterns': (27.6, 41.0)}",0.0803675,AA_30410594-6fd6-468
17,15,15,4.0,13.0,13.0,30.1,"{'listcomp_urd': 43.9, 'letterid_urd': 14.6, 'idwrd_urd': 8.9, 'orf_urd': 0.0, 'rdcomp_urd': -8.4, 'listcomp_eng': 60.2, 'letterid_eng': 5.5, 'idwrd_eng': -7.5, 'orf_eng': -0.4, 'rdcomp_eng': -10.2, 'idnummag': -10.0, 'numrep': 1.9, 'blfluency': 12.6, 'wrdpblm': -4.8, 'patterns': -6.4}","{'listcomp_urd': (47.9, 103.0), 'letterid_urd': (61.5, 86.0), 'idwrd_urd': (148.0, 193.0), 'orf_urd': (181.9, 203.0), 'rdcomp_urd': (25.7, 31.0), 'listcomp_eng': (22.1, 94.0), 'letterid_eng': (62.8, 83.0), 'idwrd_eng': (27.2, 50.0), 'orf_eng': (122.7, 197.0), 'rdcomp_eng': (55.9, 42.0), 'idnummag': (48.5, 46.0), 'numrep': (50.2, 66.0), 'blfluency': (69.2, 72.0), 'wrdpblm': (83.6, 93.0), 'patterns': (62.8, 70.0)}",0.09109875,AA_34eb5079-1c89-41d
13,8,7,2.0,2.0,55.0,13.8,"{'listcomp_urd': 167.3, 'letterid_eng': -17.8, 'pw_eng': 104.6, 'idnummag': 0.0, 'numrep': 16.4, 'bleffcomp': -76.3, 'patterns': -2.6}","{'listcomp_urd': (4.9, 220.0), 'letterid_eng': (87.5, 65.0), 'pw_eng': (29.8, 35.0), 'idnummag': (63.0, 60.0), 'numrep': (19.6, 71.0), 'bleffcomp': (75.7, 19.0), 'patterns': (13.3, 49.0)}",0.07102,AA_350b43cb-69b8-4f0
17,10,10,5.0,7.0,10.0,22.0,"{'listcomp_urd': 23.7, 'letterid_urd': -1.9, 'idwrd_urd': -4.8, 'orf_urd': 0.0, 'letterid_eng': -6.3, 'pw_eng': 12.9, 'idwrd_eng': -2.1, 'orf_eng': 0.0, 'idnummag': -21.7, 'blfluency': 27.0}","{'listcomp_urd': (8.4, 42.0), 'letterid_urd': (66.9, 75.0), 'idwrd_urd': (61.4, 104.0), 'orf_urd': (119.2, 144.0), 'letterid_eng': (64.4, 66.0), 'pw_eng': (160.1, 191.0), 'idwrd_eng': (152.2, 165.0), 'orf_eng': (141.2, 158.0), 'idnummag': (44.9, 37.0), 'blfluency': (90.7, 129.0)}",0.07876375,AA_35367e51-cc29-4df
13,15,13,2.0,6.0,39.5,19.9,"{'listcomp_urd': 89.4, 'letterid_urd': -9.1, 'idwrd_urd': -18.0, 'listcomp_eng': 105.2, 'letterid_eng': 1.0, 'pw_eng': 6.5, 'idwrd_eng': 0.0, 'idnummag': -20.5, 'numrep': 12.2, 'blfluency': -18.3, 'bleffcomp': -6.6, 'wrdpblm': 62.1, 'patterns': -164.1}","{'listcomp_urd': (44.8, 173.0), 'letterid_urd': (62.9, 77.0), 'idwrd_urd': (30.1, 33.0), 'listcomp_eng': (81.4, 213.0), 'letterid_eng': (56.2, 87.0), 'pw_eng': (13.5, 54.0), 'idwrd_eng': (22.6, 45.0), 'idnummag': (188.6, 156.0), 'numrep': (142.1, 178.0), 'blfluency': (61.0, 70.0), 'bleffcomp': (82.9, 50.0), 'wrdpblm': (111.1, 198.0), 'patterns': (299.1, 162.0)}",0.092715,AA_374d6c43-5ef4-4ab
13,14,13,5.0,9.0,12.0,16.8,"{'listcomp_urd': 54.4, 'letterid_urd': 0.0, 'idwrd_urd': 13.5, 'listcomp_eng': -5.1, 'letterid_eng': -6.2, 'pw_eng': -3.5, 'idwrd_eng': 18.6, 'idnummag': 27.4, 'numrep': 16.1, 'blfluency': 0.4, 'bleffcomp': -2.0, 'wrdpblm': -2.3, 'patterns': -6.5}","{'listcomp_urd': (37.0, 104.0), 'letterid_urd': (55.3, 67.0), 'idwrd_urd': (23.3, 44.0), 'listcomp_eng': (39.9, 47.0), 'letterid_eng': (62.3, 71.0), 'pw_eng': (138.4, 170.0), 'idwrd_eng': (47.0, 65.0), 'idnummag': (16.0, 39.0), 'numrep': (30.4, 63.0), 'blfluency': (45.2, 55.0), 'bleffcomp': (20.3, 24.0), 'wrdpblm': (38.7, 43.0), 'patterns': (14.1, 16.0)}",0.1062925,AA_3815999e-d698-486
15,14,13,7.0,10.0,10.0,10.2,"{'listcomp_urd': 35.0, 'letterid_urd': 3.0, 'idwrd_urd': 0.0, 'orf_urd': 0.2, 'rdcomp_urd': -4.5, 'listcomp_eng': 26.5, 'letterid_eng': -2.8, 'idwrd_eng': -6.0, 'idnummag': -13.7, 'numrep': 14.2, 'blfluency': 2.9, 'wrdpblm': -3.3, 'patterns': -18.2}","{'listcomp_urd': (20.9, 69.0), 'letterid_urd': (62.0, 71.0), 'idwrd_urd': (191.7, 197.0), 'orf_urd': (187.3, 192.0), 'rdcomp_urd': (26.9, 35.0), 'listcomp_eng': (25.1, 60.0), 'letterid_eng': (99.7, 69.0), 'idwrd_eng': (188.9, 191.0), 'idnummag': (39.7, 16.0), 'numrep': (17.9, 42.0), 'blfluency': (82.5, 73.0), 'wrdpblm': (44.5, 47.0), 'patterns': (69.7, 58.0)}",0.0877125,AA_398f7981-c4b7-4fd
17,15,15,10.0,14.0,5.5,8.6,"{'listcomp_urd': 27.1, 'letterid_urd': -2.7, 'idwrd_urd': -3.4, 'orf_urd': 2.8, 'rdcomp_urd': -7.6, 'letterid_eng': -3.8, 'pw_eng': -6.5, 'idwrd_eng': -1.8, 'orf_eng': 6.6, 'rdcomp_eng': 2.3, 'idnummag': 0.6, 'numrep': -2.0, 'blfluency': 0.0, 'wrdpblm': 11.6, 'patterns': 4.3}","{'listcomp_urd': (15.4, 57.0), 'letterid_urd': (60.4, 66.0), 'idwrd_urd': (89.5, 95.0), 'orf_urd': (75.7, 93.0), 'rdcomp_urd': (23.9, 23.0), 'letterid_eng': (59.7, 65.0), 'pw_eng': (125.8, 132.0), 'idwrd_eng': (113.6, 121.0), 'orf_eng': (133.6, 150.0), 'rdcomp_eng': (19.3, 35.0), 'idnummag': (41.1, 49.0), 'numrep': (58.9, 66.0), 'blfluency': (123.9, 119.0), 'wrdpblm': (18.6, 38.0), 'patterns': (49.2, 59.0)}",0.10838375,AA_3a4a571d-875c-4bb
15,16,15,4.0,12.0,18.4,26.1,"{'listcomp_urd': 50.7, 'letterid_urd': -12.9, 'idwrd_urd': -1.7, 'orf_urd': 1.7, 'rdcomp_urd': 8.7, 'listcomp_eng': 92.8, 'letterid_eng': -12.6, 'pw_eng': -10.1, 'idwrd_eng': -12.6, 'idnummag': -7.8, 'numrep': 9.6, 'blfluency': 0.0, 'bleffcomp': 42.7, 'wrdpblm': 7.9, 'patterns': -4.7}","{'listcomp_urd': (89.3, 161.0), 'letterid_urd': (58.5, 105.0), 'idwrd_urd': (114.9, 137.0), 'orf_urd': (143.9, 171.0), 'rdcomp_urd': (51.6, 83.0), 'listcomp_eng': (36.2, 148.0), 'letterid_eng': (57.1, 69.0), 'pw_eng': (132.8, 150.0), 'idwrd_eng': (181.0, 190.0), 'idnummag': (77.8, 89.0), 'numrep': (89.2, 118.0), 'blfluency': (17.8, 67.0), 'bleffcomp': (19.3, 63.0), 'wrdpblm': (135.7, 159.0), 'patterns': (114.5, 124.0)}",0.09174875,AA_3b6b6972-0052-450
17,16,16,9.0,13.0,11.8,11.1,"{'listcomp_urd': 22.8, 'letterid_urd': -7.4, 'idwrd_urd': -8.7, 'orf_urd': 2.9, 'rdcomp_urd': -3.7, 'listcomp_eng': 79.7, 'letterid_eng': 0.0, 'idwrd_eng': -26.7, 'orf_eng': 3.5, 'rdcomp_eng': -0.6, 'idnummag': -0.2, 'numrep': 15.0, 'blfluency': 1.8, 'bleffcomp': -11.3, 'wrdpblm': -3.2, 'patterns': 1.7}","{'listcomp_urd': (43.6, 67.0), 'letterid_urd': (47.9, 55.0), 'idwrd_urd': (30.2, 32.0), 'orf_urd': (21.5, 31.0), 'rdcomp_urd': (29.0, 30.0), 'listcomp_eng': (22.0, 107.0), 'letterid_eng': (46.8, 55.0), 'idwrd_eng': (50.4, 31.0), 'orf_eng': (24.7, 34.0), 'rdcomp_eng': (35.6, 40.0), 'idnummag': (61.5, 55.0), 'numrep': (57.1, 77.0), 'blfluency': (91.7, 114.0), 'bleffcomp': (65.1, 60.0), 'wrdpblm': (95.6, 97.0), 'patterns': (73.4, 74.0)}",0.08314875,AA_422a2830-a7ac-4b4
13,5,5,4.0,4.0,14.4,26.4,"{'letterid_urd': -1.4, 'letterid_eng': 3.2, 'idnummag': 0.0, 'bleffcomp': -63.7, 'wrdpblm': 3.8}","{'letterid_urd': (60.3, 76.0), 'letterid_eng': (35.9, 73.0), 'idnummag': (19.8, 19.0), 'bleffcomp': (59.0, 5.0), 'wrdpblm': (0.4, 14.0)}",0.06450375,AA_430d23d7-68df-42a
17,12,12,3.0,9.0,12.0,18.4,"{'listcomp_urd': 48.0, 'letterid_urd': 6.4, 'orf_urd': -3.5, 'rdcomp_urd': -6.5, 'letterid_eng': -20.9, 'idwrd_eng': -5.2, 'orf_eng': 2.2, 'idnummag': -11.8, 'numrep': 13.0, 'blfluency': 0.0, 'wrdpblm': 18.5, 'patterns': -8.6}","{'listcomp_urd': (22.0, 82.0), 'letterid_urd': (74.0, 86.0), 'orf_urd': (40.5, 49.0), 'rdcomp_urd': (32.1, 35.0), 'letterid_eng': (80.2, 84.0), 'idwrd_eng': (53.3, 58.0), 'orf_eng': (61.3, 77.0), 'idnummag': (53.5, 43.0), 'numrep': (37.4, 60.0), 'blfluency': (67.2, 133.0), 'wrdpblm': (55.3, 86.0), 'patterns': (49.2, 51.0)}",0.09883125,AA_44e68d46-79a6-402
15,1,1,,,,,,,,AA_44eadcb8-72fe-43d
13,6,6,1.0,3.0,24.4,,"{'listcomp_urd': 54.7, 'listcomp_eng': 51.5, 'idnummag': -9.1, 'bleffcomp': -26.1, 'wrdpblm': 0.0, 'patterns': -5.2}","{'listcomp_urd': (29.2, 92.0), 'listcomp_eng': (28.1, 78.0), 'idnummag': (39.3, 25.0), 'bleffcomp': (38.3, 25.0), 'wrdpblm': (28.3, 35.0), 'patterns': (7.5, 12.0)}",0.0693625,AA_45355662-7319-408
15,16,15,9.0,12.0,11.2,18.8,"{'listcomp_urd': 29.3, 'letterid_urd': 0.7, 'idwrd_urd': 1.1, 'orf_urd': -2.2, 'rdcomp_urd': -4.8, 'listcomp_eng': 37.2, 'letterid_eng': -2.5, 'pw_eng': 0.0, 'idwrd_eng': -8.3, 'idnummag': 11.6, 'numrep': -4.1, 'blfluency': 1.7, 'bleffcomp': -54.2, 'wrdpblm': 9.9, 'patterns': -0.1}","{'listcomp_urd': (29.9, 70.0), 'letterid_urd': (85.3, 88.0), 'idwrd_urd': (60.7, 79.0), 'orf_urd': (47.9, 60.0), 'rdcomp_urd': (21.7, 27.0), 'listcomp_eng': (19.3, 64.0), 'letterid_eng': (64.6, 72.0), 'pw_eng': (20.5, 29.0), 'idwrd_eng': (88.7, 97.0), 'idnummag': (30.9, 97.0), 'numrep': (79.8, 100.0), 'blfluency': (53.8, 128.0), 'bleffcomp': (122.0, 86.0), 'wrdpblm': (45.4, 66.0), 'patterns': (72.8, 83.0)}",0.0838875,AA_48d71665-bb15-401
17,15,15,7.0,10.0,13.1,22.9,"{'listcomp_urd': 25.0, 'letterid_urd': 20.5, 'idwrd_urd': 0.5, 'orf_urd': -4.8, 'rdcomp_urd': -3.7, 'letterid_eng': -2.6, 'idwrd_eng': -30.2, 'orf_eng': -3.8, 'rdcomp_eng': 21.5, 'idnummag': -6.7, 'numrep': 5.5, 'blfluency': 0.0, 'bleffcomp': -62.1, 'wrdpblm': 9.2, 'patterns': 0.2}","{'listcomp_urd': (19.7, 50.0), 'letterid_urd': (52.7, 86.0), 'idwrd_urd': (43.3, 53.0), 'orf_urd': (39.5, 47.0), 'rdcomp_urd': (31.1, 32.0), 'letterid_eng': (64.0, 65.0), 'idwrd_eng': (115.3, 98.0), 'orf_eng': (68.9, 78.0), 'rdcomp_eng': (8.2, 35.0), 'idnummag': (49.7, 52.0), 'numrep': (80.8, 92.0), 'blfluency': (50.8, 133.0), 'bleffcomp': (78.1, 43.0), 'wrdpblm': (108.5, 123.0), 'patterns': (73.6, 80.0)}",0.08970875,AA_4e25386a-f7bc-4a1
15,13,13,7.0,10.0,12.7,18.6,"{'listcomp_urd': 38.4, 'letterid_urd': -0.6, 'idwrd_urd': -5.6, 'orf_urd': 8.0, 'rdcomp_urd': 0.2, 'listcomp_eng': 39.2, 'letterid_eng': 0.0, 'pw_eng': -4.4, 'idwrd_eng': 1.0, 'idnummag': -48.1, 'numrep': 12.3, 'wrdpblm': -4.0, 'patterns': -3.7}","{'listcomp_urd': (20.2, 67.0), 'letterid_urd': (56.9, 65.0), 'idwrd_urd': (135.5, 140.0), 'orf_urd': (74.8, 116.0), 'rdcomp_urd': (23.3, 33.0), 'listcomp_eng': (11.5, 62.0), 'letterid_eng': (57.6, 75.0), 'pw_eng': (118.4, 127.0), 'idwrd_eng': (155.9, 188.0), 'idnummag': (89.9, 50.0), 'numrep': (12.5, 37.0), 'wrdpblm': (15.7, 24.0), 'patterns': (17.8, 21.0)}",0.071725,AA_4f99136d-8961-4e8
13,9,9,2.0,3.0,17.4,12.4,"{'listcomp_urd': 26.5, 'listcomp_eng': 31.6, 'letterid_eng': -19.8, 'idwrd_eng': -18.8, 'idnummag': -22.4, 'numrep': 26.0, 'blfluency': 0.0, 'wrdpblm': -9.7, 'patterns': 1.4}","{'listcomp_urd': (24.8, 83.0), 'listcomp_eng': (28.6, 89.0), 'letterid_eng': (54.9, 75.0), 'idwrd_eng': (19.7, 30.0), 'idnummag': (86.0, 61.0), 'numrep': (20.2, 67.0), 'blfluency': (85.9, 79.0), 'wrdpblm': (79.0, 103.0), 'patterns': (50.2, 95.0)}",0.10315625,AA_519d13b2-37f9-45c
15,16,14,1.0,1.0,70.2,41.1,"{'listcomp_urd': 141.6, 'idwrd_urd': 87.9, 'orf_urd': 70.3, 'rdcomp_urd': 44.8, 'listcomp_eng': 78.7, 'letterid_eng': 83.9, 'pw_eng': -51.3, 'idwrd_eng': 0.0, 'idnummag': -22.9, 'numrep': -38.3, 'blfluency': -74.1, 'bleffcomp': -101.7, 'wrdpblm': -71.9, 'patterns': -115.8}","{'listcomp_urd': (25.7, 89.0), 'idwrd_urd': (12.9, 36.0), 'orf_urd': (37.3, 66.0), 'rdcomp_urd': (21.8, 31.0), 'listcomp_eng': (35.3, 69.0), 'letterid_eng': (28.4, 108.0), 'pw_eng': (24.5, 47.0), 'idwrd_eng': (60.7, 122.0), 'idnummag': (35.8, 55.0), 'numrep': (49.4, 87.0), 'blfluency': (31.6, 63.0), 'bleffcomp': (54.3, 58.0), 'wrdpblm': (61.7, 118.0), 'patterns': (48.9, 73.0)}",0.138285,AA_51a660bb-7db5-4a2
13,11,9,6.0,8.0,10.4,16.5,"{'letterid_urd': 2.0, 'idwrd_urd': 0.0, 'letterid_eng': -0.7, 'pw_eng': -2.0, 'idwrd_eng': 8.9, 'idnummag': 0.6, 'blfluency': -8.5, 'bleffcomp': -70.5, 'patterns': 0.5}","{'letterid_urd': (63.8, 68.0), 'idwrd_urd': (32.6, 35.0), 'letterid_eng': (69.2, 72.0), 'pw_eng': (38.6, 33.0), 'idwrd_eng': (33.1, 44.0), 'idnummag': (61.3, 61.0), 'blfluency': (65.0, 138.0), 'bleffcomp': (86.8, 40.0), 'patterns': (11.6, 29.0)}",0.080245,AA_52be51a8-a34a-4d0
13,8,7,1.0,2.0,30.6,55.6,"{'letterid_urd': 27.0, 'idwrd_urd': 21.4, 'letterid_eng': 11.5, 'idnummag': -40.9, 'blfluency': -70.0, 'wrdpblm': 0.0, 'patterns': -43.6}","{'letterid_urd': (12.8, 83.0), 'idwrd_urd': (47.9, 40.0), 'letterid_eng': (197.9, 76.0), 'idnummag': (77.2, 27.0), 'blfluency': (88.2, 66.0), 'wrdpblm': (7.0, 11.0), 'patterns': (67.0, 30.0)}",0.09404625,AA_54566619-3293-4dd
17,17,17,9.0,14.0,28.6,15.3,"{'listcomp_urd': 340.2, 'letterid_urd': 32.8, 'idwrd_urd': -2.0, 'orf_urd': 9.3, 'rdcomp_urd': 1.1, 'listcomp_eng': 57.4, 'letterid_eng': -3.2, 'pw_eng': 0.0, 'idwrd_eng': -1.9, 'orf_eng': 6.3, 'rdcomp_eng': -0.5, 'idnummag': -10.9, 'numrep': 8.1, 'blfluency': -1.8, 'bleffcomp': 6.1, 'wrdpblm': -2.9, 'patterns': -1.1}","{'listcomp_urd': (29.5, 373.0), 'letterid_urd': (28.6, 70.0), 'idwrd_urd': (25.6, 32.0), 'orf_urd': (19.8, 37.0), 'rdcomp_urd': (26.2, 31.0), 'listcomp_eng': (37.4, 97.0), 'letterid_eng': (45.2, 50.0), 'pw_eng': (32.6, 47.0), 'idwrd_eng': (26.3, 32.0), 'orf_eng': (24.8, 38.0), 'rdcomp_eng': (52.3, 57.0), 'idnummag': (61.8, 248.0), 'numrep': (62.3, 80.0), 'blfluency': (105.8, 125.0), 'bleffcomp': (41.0, 50.0), 'wrdpblm': (88.4, 89.0), 'patterns': (74.6, 77.0)}",0.10994625,AA_5536eaa7-896f-423
